group_id,group_size,risk,labels,sources,image_ids,distinct_labels,distinct_sources,retained_images
6921c00225693312,10,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy | tomato___bacterial_spot,color,27e607247a595048 bc4e5a169714cdcc 7ba67ff0f1ec5dc2 b5eb4e71ead15d2d 5be17502435f3d16 81e32c0140dce553 431fdd1cfce7c4f5 6921c00225693312 109cc7cdff06ed55 92e6836ce063d2f1,3,1,1
2ba2c719b0363b13,8,label_conflict,pepper_bell___healthy | soybean___healthy,color,2ba2c719b0363b13 d3ec40194e35467d 37fe142eab5ffdaa f513f0b6949d7aea 49c03572992b6ee9 fc381db90da31d65 b0d224928c2f2b06 366ac0762e430515,2,1,1
3d2548b3eda2a92a,8,label_conflict,pepper_bell___healthy | soybean___healthy,color,c54be2c3f684999b 57e3b33007caeb02 4e85f6a88a801cd3 24494b0b160c1f51 d146fad58b5bdcdc 3d2548b3eda2a92a cc8298e9b286908e 85fbced7a0f162ee,2,1,1
cc22669e49f3cad1,8,label_conflict,pepper_bell___bacterial_spot | soybean___healthy,color,45ab6bbf175b96af e96e7f75e3b91015 e9e3b8291d096676 339cd32893cd3107 b7bf62178bdc6343 cc22669e49f3cad1 826cd1fc44c53b94 daff0f2b34a88c2a,2,1,1
69d84367c2993048,7,contained,soybean___healthy,color,a146f8d2890bb0b8 ec32daf61e7fffd1 4cfe2ff3bd27da8f b8dcbc377dc63330 69d84367c2993048 fd81a3772f04265b fd09ec6d16e6d82d,1,1,1
72af9e7b4d1464e8,7,contained,soybean___healthy,color,184ffe3181956122 72af9e7b4d1464e8 84752136311f1466 ccbb0debe1dcb6d4 5364f317ddc165c7 ceabfb37efdb8b26 faa37be5d07b9001,1,1,1
76c76ca3a9dd0b25,7,label_conflict,grape___black_rot | orange___haunglongbing_citrus_greening | tomato___bacterial_spot,color,76c76ca3a9dd0b25 aaf118a3e1e9c960 e9577eaccf2b3f64 54e2bab61e353abd 6649e8cda1abf4d9 ada7e8dd011c950c daef5bf37d79df21,3,1,1
8fba16ca51370369,7,label_conflict,apple___healthy | soybean___healthy,color,6edb992e00b80d54 ad8b6d762cdd2a75 8981de9d3f72623b 8fba16ca51370369 b078e41a8d1a5293 6d402f2d0078b04b b7c99483147aada1,2,1,1
3b8b4df9d26a64b7,6,contained,soybean___healthy,color,d3e18914e2003772 e3eca53895103a11 3b8b4df9d26a64b7 1a3f92ed3ac504f2 86c4c291910a61a5 2b7d430cdb161325,1,1,1
5a081c2651daf51d,6,contained,soybean___healthy,color,5a081c2651daf51d b2d5daa08097fb19 4a7ee0282ceb3136 6c95e10ab06b40d8 fba8ba0de840b3f2 4b989f7c86300662,1,1,1
d061c4618a1f327c,6,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,4af258065a84f8da 3004687d00d93cee 0fc1fb4430851598 3ccd2d553264c2bb d061c4618a1f327c 499e7f623370cb66,2,1,1
11b3b3e3e2962492,5,contained,soybean___healthy,color,11b3b3e3e2962492 ba9c4fb5840874ac 23d0e2238919a3e7 5ba8970c8c41022d e0adf50f1055955d,1,1,1
554fe86d63eb5fb9,5,label_conflict,potato___late_blight | soybean___healthy | tomato___spider_mites_two_spotted_spider_mite,color,0b57ff0328e52b1e 554fe86d63eb5fb9 834e4f9b77ae9e78 0fc1166a1f477ad7 f588a60612e1122a,3,1,1
561be41892833668,5,contained,soybean___healthy,color,eb2f3dd09f3eecdc 561be41892833668 ee4e44677562cb4d 433e200d5b06ea81 415bb25e44fbee74,1,1,1
864e6f4e15dacd03,5,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,7f9efb703ad564c0 a0902c7eb87e519e 864e6f4e15dacd03 15f6cc32c731d1fa 4475a64e12c151e2,2,1,1
880208d457d7ef2e,5,label_conflict,apple___healthy | raspberry___healthy | soybean___healthy,color,adada3b01cc79e57 3e7eac2e7125ba45 880208d457d7ef2e 483d7601c33f5456 bd9999405be7837e,3,1,1
c9b7a4025b683dad,5,contained,soybean___healthy,color,c9b7a4025b683dad bf743fa73df8d716 f1228fda08e23de8 78a2248c538a0090 13a165be65774327,1,1,1
ca4edb35ff64288c,5,label_conflict,raspberry___healthy | soybean___healthy,color,ca4edb35ff64288c 08ffd192f2a3257f acdcc4869bf55288 439a32bcbd1d436b 62ea742b35d770d3,2,1,1
d4570b481ba8d92a,5,contained,soybean___healthy,color,e7b9aee0aae3c148 30552d92b716702b d4570b481ba8d92a 59956a611ed5bf6e cfe7985f7acd6aae,1,1,1
e5a40625336e271b,5,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,d7e444ae22f95447 4231eef27d6c49cd e5a40625336e271b 8c56113225eaa282 244d0415ccb8d488,2,1,1
18ba13f471e71b16,4,contained,soybean___healthy,color,31ea291291ee3c43 dcf08d5758b84c45 39b6e7f4aa8de182 18ba13f471e71b16,1,1,1
25658419eb4a3fdf,4,contained,soybean___healthy,color,9216ae95d93ddf38 a1e41dc08c7af9e5 ce63b0845bfb7ed4 25658419eb4a3fdf,1,1,1
25e7cd635f7ba977,4,contained,soybean___healthy,color,2c7cd06cff00a819 bd509f1357582b43 e24a45d403b11840 25e7cd635f7ba977,1,1,1
2a564b47bb5e58a0,4,contained,soybean___healthy,color,2a564b47bb5e58a0 36e372942020338f 43809978f4dd8a63 fe3a66f1f8b3e28b,1,1,1
2cede1115304629c,4,contained,soybean___healthy,color,15e63e054265bb5b da31b0c181432b29 e1237d88d4158c0d 2cede1115304629c,1,1,1
4632e86d6eeb33c9,4,contained,soybean___healthy,color,3d529169b3d1e643 4632e86d6eeb33c9 bea552573fa39cb7 2f6d8601eb72c5c4,1,1,1
55d440a2d0e2c5c0,4,contained,soybean___healthy,color,2ae754555795f102 c04f4f0f7d158e39 8da3d3f117e10385 55d440a2d0e2c5c0,1,1,1
5809498c8e5ac3db,4,label_conflict,soybean___healthy | tomato___septoria_leaf_spot,color,256c72fbeb173fba 5809498c8e5ac3db f285e5e1ec2ba452 7bc83b62f704418c,2,1,1
630558d0443f1f90,4,label_conflict,blueberry___healthy | cherry_including_sour___healthy | soybean___healthy,color,630558d0443f1f90 3583ce6ff335659f a77618f55e9a74b2 f511d870c5834e55,3,1,1
65cb6a29abbbcb74,4,label_conflict,raspberry___healthy | soybean___healthy,color,65cb6a29abbbcb74 2f107ff43684447e 373944e6a557b1b0 a9eca0472dc99817,2,1,1
717cd5ecc07a67d0,4,label_conflict,cherry_including_sour___powdery_mildew | orange___haunglongbing_citrus_greening,color,a0afef64af60a0ab 99a5cfa32c359643 f720956309450ea9 717cd5ecc07a67d0,2,1,1
857cec542bf3c307,4,label_conflict,potato___late_blight | soybean___healthy,color,18af400a9678b461 f165025d4e26345d 2970606d5593e09a 857cec542bf3c307,2,1,1
9f81968c5628c368,4,label_conflict,pepper_bell___healthy | soybean___healthy,color,9f81968c5628c368 e96612d0aa11abe1 165f96d18fd87cc8 916873b3001d90ab,2,1,1
a047fe9029876e53,4,label_conflict,soybean___healthy | tomato___bacterial_spot,color,b1f6576edb0bce49 a047fe9029876e53 0b0c84dac5af1a64 aeb86fd3c465eab8,2,1,1
a3074e02d0f928da,4,contained,soybean___healthy,color,74e05fb012845fac 23e01f7d353a45f1 dca0d56c2050d302 a3074e02d0f928da,1,1,1
a50eafa23374fad4,4,contained,soybean___healthy,color,30a6c102ef0dd195 a50eafa23374fad4 b35d6ec3852fa397 acdba04e4202112d,1,1,1
c6911d5a79c01ae1,4,label_conflict,cherry_including_sour___healthy | soybean___healthy,color,a8be71e4e15ec817 528761971ec6f0f6 4e1d0947511a6a21 c6911d5a79c01ae1,2,1,1
cdcfed59bc362dc9,4,label_conflict,soybean___healthy | tomato___bacterial_spot,color,cbbb53aae4871542 cdcfed59bc362dc9 4708f3d6deff04f0 22301dcd4faf1623,2,1,1
d408d5715fb3862b,4,label_conflict,pepper_bell___healthy | raspberry___healthy | soybean___healthy,color,d408d5715fb3862b bf90060cebef6c7f bbf0e3cc79ab43d8 a44a6e579ce9fad8,3,1,1
e7aab5ed84b4a3f4,4,contained,orange___haunglongbing_citrus_greening,color,e7aab5ed84b4a3f4 7442f79b48b4a644 08f52df09f2f6b3b 87783fce056d249f,1,1,0
0343e08fee3ea720,3,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy | tomato___bacterial_spot,color,c7a3934e3f08745e 0343e08fee3ea720 c4fd520856d36bf2,3,1,1
07b25d39a0a2dd91,3,contained,tomato___tomato_yellow_leaf_curl_virus,color,2b489211781ef16a 07b25d39a0a2dd91 2006850dc3bc892b,1,1,1
0e6f95d5a78a0e0c,3,contained,soybean___healthy,color,0e918cfd8f326513 0e6f95d5a78a0e0c 6702531fb8067966,1,1,1
16a947cab3b33b1f,3,contained,soybean___healthy,color,4cc3865b3677a095 d9d48fc643443900 16a947cab3b33b1f,1,1,1
16d6176a61227893,3,contained,soybean___healthy,color,02e5176fcbb39c26 6df0e863edd1d4a4 16d6176a61227893,1,1,1
18e31d5104ca9a42,3,contained,soybean___healthy,color,1c658ed75807f96f 690771809008919c 18e31d5104ca9a42,1,1,1
1b9c9891f672d50a,3,contained,cherry_including_sour___healthy,color,1b9c9891f672d50a a7160fc237ae9efe 5ef378a3994cdb2d,1,1,1
1f3139f02be1b2e8,3,contained,soybean___healthy,color,bbbc04711efd4cc7 f0df22d916c0ea75 1f3139f02be1b2e8,1,1,1
262bf3c1a3f38778,3,label_conflict,pepper_bell___healthy | soybean___healthy,color,262bf3c1a3f38778 be69117908efcd17 9892d5d01335f9e9,2,1,1
2f6c01cbd1f365ff,3,label_conflict,soybean___healthy | tomato___bacterial_spot,color,2f6c01cbd1f365ff bd97938e77e8790f a517838488292d56,2,1,1
30a53bb994535e2b,3,contained,soybean___healthy,color,42fd004f725b186d 834e95ecb18ffd18 30a53bb994535e2b,1,1,1
3555a18e9fd81774,3,label_conflict,raspberry___healthy | soybean___healthy | tomato___bacterial_spot,color,3555a18e9fd81774 957373c0fcbdf0d4 ed52f8246be0c17b,3,1,1
35e02a40a47dc2f1,3,contained,soybean___healthy,color,35e02a40a47dc2f1 a0b980e906e8ead1 bc05c7729c783b60,1,1,1
390c0ea5bb831593,3,contained,soybean___healthy,color,206a68c21e2ebaac 19d5a95518dd3e70 390c0ea5bb831593,1,1,1
3c77d6aaa01048ad,3,label_conflict,apple___healthy | soybean___healthy,color,2bada7dac0a2e8ed b8d275faf314f691 3c77d6aaa01048ad,2,1,1
40af734b872e8f78,3,contained,orange___haunglongbing_citrus_greening,color,40af734b872e8f78 033a2f82b59e0895 97db861b603c4c89,1,1,1
41d9b47c14d9c6df,3,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,cce298b41649aa62 41d9b47c14d9c6df 6254a2cdc014c135,2,1,1
445dfb1515c86b57,3,contained,soybean___healthy,color,e29ff3c818462cc5 445dfb1515c86b57 16c74956376ca966,1,1,1
44941f4906b91668,3,contained,soybean___healthy,color,90f5d638e2bea911 d9ac91d228523cde 44941f4906b91668,1,1,1
44c8b1a9966112fe,3,contained,soybean___healthy,color,60f0afac3e0d6cf3 44c8b1a9966112fe c1a7448bf3af2932,1,1,1
49c8b2ff5042ee40,3,contained,apple___black_rot,color,5a962820a81e10fd b14023212471caec 49c8b2ff5042ee40,1,1,1
4dc8167c3026d6a4,3,label_conflict,apple___healthy | potato___healthy | soybean___healthy,color,70104e9dbbd29e35 4dc8167c3026d6a4 b585817eebfb1aae,3,1,1
5170b1161dab5931,3,contained,soybean___healthy,color,2f1b600df8f960dc 5170b1161dab5931 e59a54640924bc87,1,1,1
527ade5a982f68aa,3,contained,soybean___healthy,color,b2ebc2a5634b7ecf 527ade5a982f68aa eb371fcb59ebf4aa,1,1,1
5459b12a7663722a,3,contained,soybean___healthy,color,bf3c92a88d477416 5459b12a7663722a c40258135d64e00c,1,1,1
547763b7c6220553,3,contained,soybean___healthy,color,b3bbe918f3518db0 547763b7c6220553 20c6e9dbbbc26579,1,1,1
56ec35fda0338c35,3,contained,soybean___healthy,color,861ce2ce1a6c863d 56ec35fda0338c35 dcabacf799ccd74d,1,1,1
5b47ba68da83011e,3,label_conflict,pepper_bell___healthy | soybean___healthy,color,5b47ba68da83011e cc7d7810496230d4 9abd7c9b9d9aad70,2,1,1
5e01efd95619909c,3,contained,soybean___healthy,color,275cdc8f78c9e77b 5e01efd95619909c f8a4aafd3ba16876,1,1,1
630602102de81f02,3,label_conflict,apple___healthy | soybean___healthy,color,630602102de81f02 2b96724b70561783 1227a34b46ab97be,2,1,1
65c5df58afbdad3a,3,label_conflict,orange___haunglongbing_citrus_greening | tomato___bacterial_spot,color,002894818a79e8d1 1eea4d1bac884113 65c5df58afbdad3a,2,1,1
69af23a01012072a,3,contained,cherry_including_sour___healthy,color,98a59b7584432aa6 4a0ed7bd3a4e3a55 69af23a01012072a,1,1,1
6aa9cb0688d7c845,3,label_conflict,apple___black_rot | raspberry___healthy | soybean___healthy,color,6aa9cb0688d7c845 d4fd68c779fe82bc 8cddfa25de1104fa,3,1,1
6b929f502e713548,3,contained,soybean___healthy,color,75b46d93e4778413 790bae5723665a5d 6b929f502e713548,1,1,1
71203cac78b1b881,3,label_conflict,apple___healthy | soybean___healthy,color,7663fd28af4cc4b1 74dcf7a4df3bb525 71203cac78b1b881,2,1,1
7378953ffac41c91,3,contained,blueberry___healthy,color,7378953ffac41c91 dbd0d1e3f8c9f94f 28abefe91630fd73,1,1,1
73c26eed74999023,3,contained,soybean___healthy,color,18a752a310fa32a0 676c21d504af9b98 73c26eed74999023,1,1,1
75c8550f8f79e5c2,3,label_conflict,raspberry___healthy | soybean___healthy,color,f327adaffe20c123 247de92d339224e6 75c8550f8f79e5c2,2,1,1
7a0875f15cac89ef,3,contained,soybean___healthy,color,7a0875f15cac89ef b9d732cee4aeebaa e9c5eb1c5d833dbf,1,1,1
7dd4b1ddc2985362,3,contained,orange___haunglongbing_citrus_greening,color,7dd4b1ddc2985362 fcce97dba0ed7959 3ce04e1063dbee59,1,1,1
82f2933ba761d53a,3,contained,soybean___healthy,color,2a4b47400a8249c7 82f2933ba761d53a 2216469a8378413c,1,1,1
839f3d977cfd75a3,3,contained,soybean___healthy,color,839f3d977cfd75a3 126b4f49b220599e 1789c44b54a5b26c,1,1,1
879da3a5f3765057,3,contained,soybean___healthy,color,9bf2392a677ff2ee 879da3a5f3765057 cc794a212523548c,1,1,1
88a3479aaaf476a8,3,contained,soybean___healthy,color,e86aa8d58eb090b6 184ba78dc14e3293 88a3479aaaf476a8,1,1,1
94c72499fecaf148,3,label_conflict,soybean___healthy | tomato___septoria_leaf_spot,color,10ab3e8ef0887e8f 94c72499fecaf148 96744e9883563e4f,2,1,1
95d82620f9ecb9d1,3,contained,soybean___healthy,color,438ea915c8730758 4a9ded296ea4c091 95d82620f9ecb9d1,1,1,1
9ebcd51d88106531,3,label_conflict,pepper_bell___bacterial_spot | potato___healthy | soybean___healthy,color,9ebcd51d88106531 8754f57941d076b4 0e09edeb74e03a4f,3,1,1
a26ecc397dac9928,3,label_conflict,apple___healthy | soybean___healthy,color,273c59e5b4a18db3 98b77de3513b1160 a26ecc397dac9928,2,1,1
b00522d47a4a4f9e,3,contained,cherry_including_sour___healthy,color,b00522d47a4a4f9e e922bd237718a095 b779a206991b3574,1,1,1
b0d8c181525e3446,3,label_conflict,raspberry___healthy | soybean___healthy,color,4a305b69c3cfd717 1da0a9814705b55e b0d8c181525e3446,2,1,1
b1228d36adc465c7,3,contained,soybean___healthy,color,c329908abbac8c7b 7a4814a19c579828 b1228d36adc465c7,1,1,1
b3bd2bf195b057c0,3,label_conflict,blueberry___healthy | cherry_including_sour___healthy | tomato___tomato_mosaic_virus,color,b3bd2bf195b057c0 aa3b78373124158d 9a37f9fd83aebe07,3,1,1
b835e350f8c04494,3,label_conflict,apple___healthy | soybean___healthy,color,da61022af81bac6d e57b0983f1ea82af b835e350f8c04494,2,1,1
b93c34eeb3697b13,3,label_conflict,raspberry___healthy | soybean___healthy,color,7956c9338b937d7f b93c34eeb3697b13 71f98226fd153ee6,2,1,1
ba8149df7498f0c8,3,contained,soybean___healthy,color,aebb14bd35b3159a f045842d98c8e746 ba8149df7498f0c8,1,1,1
bb811436ea255456,3,label_conflict,soybean___healthy | tomato___bacterial_spot,color,2f54ce8937802d02 bb811436ea255456 1e402f1ead895a57,2,1,1
bd0a7356b333fd7a,3,contained,soybean___healthy,color,a163931d6589764e bd0a7356b333fd7a 6d57faaf6dbe2b56,1,1,1
bea67e8d0baa6937,3,contained,soybean___healthy,color,158f54a68afdeb70 6dca5f37bdba595f bea67e8d0baa6937,1,1,1
bf3e4607021a79eb,3,contained,raspberry___healthy,color,bf3e4607021a79eb f97e1cc76fb9b188 c5961fccf9d6beed,1,1,1
bffb8b5aa2b5ff15,3,contained,soybean___healthy,color,673c9dca1cedd7f7 bffb8b5aa2b5ff15 7f25caee2530170a,1,1,1
c21dc969c59947b9,3,contained,soybean___healthy,color,c21dc969c59947b9 2a3f8ee1baebc76c 30ba208cb95bf586,1,1,1
ce454a818993df61,3,contained,soybean___healthy,color,1abf09d0aa10e09d 1d353d666450927b ce454a818993df61,1,1,1
df73495339975d2d,3,contained,soybean___healthy,color,2eb83153e8929258 df73495339975d2d 570f4fa897743a7f,1,1,1
e723cf756b401b88,3,contained,soybean___healthy,color,6f8bdfe87cecb3e9 7ea5c909fa73d871 e723cf756b401b88,1,1,1
e80597005ce41eb7,3,contained,orange___haunglongbing_citrus_greening,color,684e19d4d45c1592 77de9f7f7bf4fab8 e80597005ce41eb7,1,1,1
ec954f50836e6cbe,3,contained,soybean___healthy,color,807eafcad9815edc 9d3fb914b72611f6 ec954f50836e6cbe,1,1,1
ee687f6107da6737,3,label_conflict,pepper_bell___healthy | tomato___bacterial_spot,color,ee687f6107da6737 8a3c3466a9adfed8 5aea313096b68317,2,1,1
f4453922eae0ca27,3,contained,soybean___healthy,color,f4453922eae0ca27 43c88a3f26714d4a 8080c0f539697f0f,1,1,1
f7180be887012db5,3,contained,cherry_including_sour___healthy,color,eac6b975701b8d73 f7180be887012db5 e7e95db8dfcadcb2,1,1,1
fca880c0d0c8bb31,3,label_conflict,blueberry___healthy | pepper_bell___healthy,color,fca880c0d0c8bb31 93ae58cdd3da2f71 016388eddf315b12,2,1,1
ffa380d4266c6524,3,label_conflict,raspberry___healthy | soybean___healthy,color,91658dca1ca52e3e 326713d064fcd82e ffa380d4266c6524,2,1,1
00cdf2e7563cc604,2,label_conflict,apple___healthy | potato___late_blight,color,00cdf2e7563cc604 0024d31e21775ebe,2,1,1
01ff9c7b07d675b5,2,contained,orange___haunglongbing_citrus_greening,color,296b9fd3544f3285 01ff9c7b07d675b5,1,1,1
023e23118ec4c709,2,contained,orange___haunglongbing_citrus_greening,color,023e23118ec4c709 0dc0ffb5e339db09,1,1,1
036dbb1becbf954b,2,contained,soybean___healthy,color,036dbb1becbf954b c88dc14d4fed25e0,1,1,1
0382a192fe193274,2,label_conflict,pepper_bell___healthy | soybean___healthy,color,2514977ecaad75c0 0382a192fe193274,2,1,1
04c9109668b3e70e,2,label_conflict,soybean___healthy | tomato___target_spot,color,32f59c73a009ed39 04c9109668b3e70e,2,1,1
0626ab487596d39f,2,label_conflict,potato___late_blight | soybean___healthy,color,0eb513533375b187 0626ab487596d39f,2,1,1
06fbb52fa1203c88,2,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,34d94ea7d088621b 06fbb52fa1203c88,2,1,1
082f3e63dae84ce8,2,contained,orange___haunglongbing_citrus_greening,color,082f3e63dae84ce8 13d5a874489db13b,1,1,0
0901e88a8ae97880,2,contained,soybean___healthy,color,abb296fcc55d7024 0901e88a8ae97880,1,1,1
09e21580ffe165f0,2,contained,soybean___healthy,color,1ffe2a695f05a0fa 09e21580ffe165f0,1,1,1
0a35565161f7ad48,2,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,7642bfc5b986a6d4 0a35565161f7ad48,2,1,1
0b96f7eab0aed2fa,2,contained,pepper_bell___bacterial_spot,color,0b96f7eab0aed2fa dcaf93bd1ea0d698,1,1,1
0d87f88c334f0be9,2,contained,tomato___healthy,color,0d87f88c334f0be9 f8f14fa6dedd4549,1,1,1
0e74ca94f2ba390a,2,contained,soybean___healthy,color,0e74ca94f2ba390a ae8bfbaeb6a188e5,1,1,1
0e78708a991f5afc,2,contained,soybean___healthy,color,0e78708a991f5afc 450b9a225ddb4bc2,1,1,1
0e9bbcbf6ed900f1,2,contained,blueberry___healthy,color,0e9bbcbf6ed900f1 20f46fe7da0bc356,1,1,1
0eab7f11c492d98e,2,contained,soybean___healthy,color,0eab7f11c492d98e 6f2a7744b4711d25,1,1,1
0f06bb77aba58b22,2,contained,soybean___healthy,color,0f06bb77aba58b22 5b3a667d6986a349,1,1,1
0f7c07087f0b49fd,2,label_conflict,soybean___healthy | strawberry___leaf_scorch,color,0f7c07087f0b49fd 9fe8916248cdaa11,2,1,1
1072944d85788b87,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,d6846943a320dc0d 1072944d85788b87,1,1,1
120fc63c0630b520,2,contained,soybean___healthy,color,120fc63c0630b520 5077d9b751797309,1,1,1
126a6f1d2abb7af7,2,label_conflict,potato___late_blight | soybean___healthy,color,dbc6efefadfad003 126a6f1d2abb7af7,2,1,1
137da69a5e1bd549,2,contained,apple___healthy,color,c95502061acdd7cb 137da69a5e1bd549,1,1,1
1512b32a140abb49,2,contained,tomato___late_blight,color,1512b32a140abb49 3edad92ae9f4821e,1,1,1
15cef827ea232da1,2,label_conflict,cherry_including_sour___healthy | peach___healthy,color,8eb06558bebb11a3 15cef827ea232da1,2,1,1
1611d41645186eb0,2,label_conflict,pepper_bell___healthy | tomato___bacterial_spot,color,1611d41645186eb0 0ce49b285329f804,2,1,1
169e6906f1aef716,2,label_conflict,orange___haunglongbing_citrus_greening | pepper_bell___healthy,color,1cd1d1f5078aeb44 169e6906f1aef716,2,1,1
18190d5f6871ed5a,2,contained,cherry_including_sour___healthy,color,18190d5f6871ed5a 082bbb33b7ade9f8,1,1,1
181ffaae8f2de780,2,contained,soybean___healthy,color,181ffaae8f2de780 2bd32afb2432f960,1,1,1
1a11e659b3f5c8a3,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,58668fc1cfe0f8c0 1a11e659b3f5c8a3,1,1,1
1a3cdd92af4fc690,2,contained,soybean___healthy,color,1a3cdd92af4fc690 1d034653e6beb853,1,1,1
1ad225d28b4f5a23,2,contained,corn_maize___healthy,color,1ad225d28b4f5a23 57da02766200217d,1,1,1
