group_id,group_size,image_id,role,duplicate_of,hamming_distance,similarity,dataset_name,label,source_relpath,perceptual_hash,status
672d786f28c5d237,223,7818ca0d97cfafcb,near_duplicate,672d786f28c5d237,8.0,0.875,color,pepper_bell___healthy,"Pepper,_bell___healthy/fb974d64-1b7a-4d68-8ddb-1b8ed3011f25___JR_HL 5899.JPG",ebc1851e9e389b61,rejected
672d786f28c5d237,223,c438c9ccfe92df6e,near_duplicate,672d786f28c5d237,10.0,0.84375,color,potato___late_blight,Potato___Late_blight/36d3502f-32cd-4ef9-b63d-575db1c18cf8___RS_LB 4908.JPG,eac0a50f9638d373,rejected
672d786f28c5d237,223,8988f1c03ff94ac5,near_duplicate,672d786f28c5d237,10.0,0.84375,color,raspberry___healthy,Raspberry___healthy/3368e77a-9245-4e4f-89ee-41968b060e56___Mary_HL 6251.JPG,eac4851f96789a39,rejected
672d786f28c5d237,223,d61f7eddca388163,near_duplicate,672d786f28c5d237,16.0,0.75,color,raspberry___healthy,Raspberry___healthy/366e35f2-7492-49bc-a85c-b8da33fabfa0___Mary_HL 9349.JPG,af40c51f9678da31,rejected
672d786f28c5d237,223,6c96a46dc89beeab,near_duplicate,672d786f28c5d237,12.0,0.8125,color,raspberry___healthy,Raspberry___healthy/4b3a7218-7ea2-4ded-accb-2dd6d782daa6___Mary_HL 6246.JPG,abc4841f9638da79,rejected
672d786f28c5d237,223,be240bf8fa890119,near_duplicate,672d786f28c5d237,14.0,0.78125,color,raspberry___healthy,Raspberry___healthy/4c210242-adfc-4011-88e5-3380cbee49b1___Mary_HL 9351.JPG,afc0c41f9638da71,rejected
672d786f28c5d237,223,dc0549bc7ce09399,near_duplicate,672d786f28c5d237,20.0,0.6875,color,raspberry___healthy,Raspberry___healthy/5829c049-aa10-494a-9663-8ce0677e64f7___Mary_HL 6330.JPG,eaca958d9234d336,rejected
672d786f28c5d237,223,c45cd551a4859206,near_duplicate,672d786f28c5d237,6.0,0.90625,color,raspberry___healthy,Raspberry___healthy/599c43e6-e742-4bc6-92a1-a1ebe4fa820a___Mary_HL 9158.JPG,eac5851e9a38d371,rejected
672d786f28c5d237,223,d0a3158ac7adcf6d,near_duplicate,672d786f28c5d237,16.0,0.75,color,raspberry___healthy,Raspberry___healthy/5cb1014e-dd7c-4d7b-8e8f-23326179dc23___Mary_HL 6383.JPG,eee1850d9c3cd833,rejected
672d786f28c5d237,223,d2d8dd7f27ab0b45,near_duplicate,672d786f28c5d237,18.0,0.71875,color,raspberry___healthy,Raspberry___healthy/6b61c54a-9670-4049-8435-79e1b4e3c1d6___Mary_HL 6361.JPG,abca950f923cd334,rejected
672d786f28c5d237,223,b41954cd01a3b97e,near_duplicate,672d786f28c5d237,16.0,0.75,color,raspberry___healthy,Raspberry___healthy/6c2e049f-38c9-42c5-864f-613e6e12d59e___Mary_HL 6318.JPG,ebc1951f9231c336,rejected
672d786f28c5d237,223,b282414c13cc3688,near_duplicate,672d786f28c5d237,24.0,0.625,color,raspberry___healthy,Raspberry___healthy/7ba1a91f-41d0-4ff2-a994-4d469ad26b0c___Mary_HL 6370.JPG,eaca958db235d126,rejected
672d786f28c5d237,223,91aaf56949659efe,near_duplicate,672d786f28c5d237,22.0,0.65625,color,raspberry___healthy,Raspberry___healthy/9d5f3e6c-3f4c-4882-b423-d9ddb52ea4d8___Mary_HL 6332.JPG,abcad40f9a3c9934,rejected
672d786f28c5d237,223,81f7be6cbe4822ef,near_duplicate,672d786f28c5d237,14.0,0.78125,color,raspberry___healthy,Raspberry___healthy/a8bea1f3-eff7-4819-b0a8-72259d864518___Mary_HL 6376.JPG,fae0851f943ad037,rejected
672d786f28c5d237,223,c5b6591e461a073c,near_duplicate,672d786f28c5d237,10.0,0.84375,color,raspberry___healthy,Raspberry___healthy/d907d8a1-b993-4e4f-9e55-368ca54f3405___Mary_HL 6355.JPG,ead8c51f943c9271,rejected
672d786f28c5d237,223,79fe075742251f68,near_duplicate,672d786f28c5d237,8.0,0.875,color,raspberry___healthy,Raspberry___healthy/dbaa5f62-187f-422b-ac84-12c6e7b12025___Mary_HL 9164.JPG,eac5859e9a389333,rejected
672d786f28c5d237,223,7e2b7a8cec3dff55,near_duplicate,672d786f28c5d237,14.0,0.78125,color,raspberry___healthy,Raspberry___healthy/de3b86c7-8f0b-4cd8-ab11-2450fff0ec52___Mary_HL 9154.JPG,efc0c50f9638d233,rejected
672d786f28c5d237,223,10ce0d90f0338496,near_duplicate,672d786f28c5d237,12.0,0.8125,color,raspberry___healthy,Raspberry___healthy/fa3964a3-4eb8-49c8-b62c-b57e3d121996___Mary_HL 9162.JPG,efc1851f92389237,rejected
672d786f28c5d237,223,becb8c0d9e9d815f,near_duplicate,672d786f28c5d237,20.0,0.6875,color,raspberry___healthy,Raspberry___healthy/fe1c1683-06cc-49c5-b86a-a41fb36f058b___Mary_HL 6249.JPG,ebca950f9234c336,rejected
672d786f28c5d237,223,8d845f350ff906c2,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/018c61ed-c8cd-4e0c-b0e1-4f2531eeed6b___RS_HL 2880.JPG,eaca950f921dd236,rejected
672d786f28c5d237,223,282cc4d006eca377,near_duplicate,672d786f28c5d237,10.0,0.84375,color,soybean___healthy,Soybean___healthy/018c9b04-ff44-4fb2-b83f-cacd62198ed4___RS_HL 5408.JPG,ebc9c11f94389333,rejected
672d786f28c5d237,223,9bdbc8b6a7b08637,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/0231ac76-7dd9-4346-945e-fdfcebdaefe0___RS_HL 5779 1.JPG,eac3950f90399337,rejected
672d786f28c5d237,223,1d4469934582650d,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/0275c314-9a57-4ea9-8405-029c55d0df7c___RS_HL 3820.JPG,eac9c11f973a9231,rejected
672d786f28c5d237,223,44f59f78eefa697e,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/0349cb1c-194d-43e9-9d53-170e816d337e___RS_HL 5180.JPG,eaca940f9a349337,rejected
672d786f28c5d237,223,c7b973c3e12c4685,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/056ec80d-2407-4683-87b4-21197c4e493d___RS_HL 4498.JPG,afcad00f923c9b34,rejected
672d786f28c5d237,223,c880434672a952ea,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/066af85e-bd60-466e-ac80-e0b0ace2307e___RS_HL 5067.JPG,eac2952f9235c366,rejected
672d786f28c5d237,223,79365cd1550704a8,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/07186037-2aac-496e-8396-3a9967a7fdea___RS_HL 4283.JPG,fac2953f9035c326,rejected
672d786f28c5d237,223,f7d187c7f73944ed,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/07ed2de2-1a88-4b3b-adc2-94102d5eaba5___RS_HL 4700.JPG,fec0851f9c38d037,rejected
672d786f28c5d237,223,1dc067181f34b5e9,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/099ab0cb-1350-48c4-8134-db73479c3401___RS_HL 3598.JPG,afcad00f9c349137,rejected
672d786f28c5d237,223,6512f6ff1c5b62dd,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,eac2d50d9a34d137,rejected
672d786f28c5d237,223,3d9220e324ff3595,near_duplicate,672d786f28c5d237,8.0,0.875,color,soybean___healthy,Soybean___healthy/0d95ffb5-68ae-437c-8971-4b3c3c6b6e21___RS_HL 4059.JPG,eac5851d943ad333,rejected
672d786f28c5d237,223,b1d5c91e7a8eeca8,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/0e26c0d3-9869-4e68-a285-c7c051a6a4ed___RS_HL 5559 1.JPG,fac2c00f97bc9ab0,rejected
672d786f28c5d237,223,cfa98b5882d45385,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,ebc9c50f963c9a30,rejected
672d786f28c5d237,223,d5b9482aa8314ec0,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/12d97081-b540-4fe8-9615-1334aebd0644___RS_HL 5355.JPG,ebcad50d9a34c133,rejected
672d786f28c5d237,223,b72faed7c695b820,near_duplicate,672d786f28c5d237,24.0,0.625,color,soybean___healthy,Soybean___healthy/13e4e076-e32b-418d-996a-f7f26bd28143___RS_HL 5146.JPG,abcad00d9b3e9d30,rejected
672d786f28c5d237,223,928925a108fb5d51,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,ebc9c50d963c9a38,rejected
672d786f28c5d237,223,97132a0705d5d593,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/1546b354-6c02-4fa4-80de-1b823505364c___RS_HL 5330.JPG,ebc0851f943af227,rejected
672d786f28c5d237,223,217a73bc8a3e1db8,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,afcad00f9e3c9134,rejected
672d786f28c5d237,223,2ecee9945d459899,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/16d43818-4404-4882-87b2-583bcf0a799d___RS_HL 4285.JPG,eac3953f9031c336,rejected
672d786f28c5d237,223,b6954f9a29140d5e,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/171ad2bd-ea4c-424c-acc4-643465a4d7cd___RS_HL 4995.JPG,efc0850f9e38d833,rejected
672d786f28c5d237,223,ae8d235820466df7,near_duplicate,672d786f28c5d237,8.0,0.875,color,soybean___healthy,Soybean___healthy/1928a850-74bc-4e1a-a666-1a2a855f1340___RS_HL 4085.JPG,eac1851f94799363,rejected
672d786f28c5d237,223,fb406824f9475dad,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/193860b3-c9cd-40b9-ae1a-bd42277fca38___RS_HL 4637.JPG,eaca850bde3d9035,rejected
672d786f28c5d237,223,be99953b6daa8bed,near_duplicate,672d786f28c5d237,8.0,0.875,color,soybean___healthy,Soybean___healthy/1982dfb8-1145-4039-8ec6-0df04fa95030___RS_HL 7199.JPG,eac5a51f92789331,rejected
672d786f28c5d237,223,f8c576c5e3c6d3d6,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,eac1851f9433d336,rejected
672d786f28c5d237,223,3fe11a2862c15848,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/1a047122-3729-4641-887f-ecbeb4baec27___RS_HL 4942.JPG,efc0c41f9638d331,rejected
672d786f28c5d237,223,3806e3322e1dff87,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/1b283b99-e33d-4b1d-baf3-aa3d06305d1c___RS_HL 4286.JPG,ebc8941fda30e326,rejected
672d786f28c5d237,223,fb778ed4ea9f8963,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/1b951855-b456-4f7c-b0b1-cf663d047929___RS_HL 5482.JPG,eac2941f9ab48337,rejected
672d786f28c5d237,223,c81e6617e2aefc98,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/1bdfced3-dac6-420b-91e2-957f3333b69f___RS_HL 5561 1.JPG,eac1e50f941fd039,rejected
672d786f28c5d237,223,d06f7cd10f11a9b9,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/1cd0339b-fc9c-401d-98a0-90bc4fe4f036___RS_HL 4009.JPG,ebcad40f9a348137,rejected
672d786f28c5d237,223,79aec29f23848ffe,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/1d1d56bc-6645-493f-a6bb-4904aadc3c25___RS_HL 3292.JPG,abc8d5079e3cd033,rejected
672d786f28c5d237,223,94df0eef19082b70,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/1de56755-4034-4806-8d54-907c3076757a___RS_HL 4361.JPG,eee0850f9c3cd037,rejected
672d786f28c5d237,223,374bfdc6ef8d52da,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/1edd94a0-0f9d-4bdb-b083-78dfc250a54f___RS_HL 4630.JPG,ebc8850fdc39d033,rejected
672d786f28c5d237,223,659dc4d8ca9cd517,near_duplicate,672d786f28c5d237,24.0,0.625,color,soybean___healthy,Soybean___healthy/1f1fd324-621f-4cf4-ad27-c5796c3cc23e___RS_HL 4168.JPG,afc8d00f9e3d9036,rejected
672d786f28c5d237,223,f6b47f4f4a8ab755,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/1f22efed-6dea-40b6-9597-5f6abe515095___RS_HL 4673.JPG,fac2851fb0319727,rejected
672d786f28c5d237,223,d85afa43a00619ee,near_duplicate,672d786f28c5d237,8.0,0.875,color,soybean___healthy,Soybean___healthy/1f770cd9-0e55-48e7-93e5-a93144b85f1e___RS_HL 3663.JPG,eac5851e9e789b21,rejected
672d786f28c5d237,223,44a1efc0eb31f2d2,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/22ddbc54-2ed0-4f3d-8015-9d44e9b809ba___RS_HL 3686.JPG,ea4ad40f9a30d337,rejected
672d786f28c5d237,223,ef9150925570555d,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/2300a855-efb4-452a-ace6-cf9c6c915a1f___RS_HL 5199.JPG,eac1a50b943fd235,rejected
672d786f28c5d237,223,adbac3b0877d507f,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/23ed011c-27ac-4515-a724-eba2ea0ccff3___RS_HL 4002.JPG,eac2851f94719367,rejected
672d786f28c5d237,223,10c74599be684c53,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/249d1862-fd2d-4ab0-9a6f-5e11a54b57ce___RS_HL 5328.JPG,eac0850fd531d337,rejected
672d786f28c5d237,223,537b703a8fad6830,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/24f7182e-4bc8-4217-928d-83cc78bd6acb___RS_HL 3379.JPG,aacad50f9e3d9031,rejected
672d786f28c5d237,223,14e0216967009aad,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/25581c19-c5a1-4b88-b94f-54bdebafc331___RS_HL 5645 1.JPG,eac28d1f9831d336,rejected
672d786f28c5d237,223,88254d1a95f03e37,near_duplicate,672d786f28c5d237,14.0,0.78125,color,soybean___healthy,Soybean___healthy/26327b80-0636-4070-80fe-5b959814973d___RS_HL 4521.JPG,eac2851f9031d72f,rejected
672d786f28c5d237,223,9626ca3a036bd8a8,near_duplicate,672d786f28c5d237,10.0,0.84375,color,soybean___healthy,Soybean___healthy/26a8a48e-acc8-48f0-9259-39d900836a04___RS_HL 5068.JPG,ebc5850f943a9237,rejected
672d786f28c5d237,223,c4178406d35a1ff2,near_duplicate,672d786f28c5d237,10.0,0.84375,color,soybean___healthy,Soybean___healthy/279f1604-ed5e-4d41-a6af-6b0c07cb4528___RS_HL 5171.JPG,eac5c50f96989a71,rejected
672d786f28c5d237,223,9dd004595ca92cca,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/29040ffb-9de2-4d78-b5c7-ecb504c4805f___RS_HL 4536.JPG,ea4ac50f973c9ab0,rejected
672d786f28c5d237,223,4fed567020ab32e6,near_duplicate,672d786f28c5d237,22.0,0.65625,color,soybean___healthy,Soybean___healthy/29403a1c-7113-455a-b025-24144ea9da8f___RS_HL 3373.JPG,ffcad00f933c9130,rejected
672d786f28c5d237,223,8e06cf418ec26c86,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/2d457a27-71d9-4b38-ba4f-36b1a88bf755___RS_HL 5461.JPG,eaca950f923c9336,rejected
672d786f28c5d237,223,11360ab5f6163bd2,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/2f601170-0f62-43e8-a4a5-2847cc9c67d0___RS_HL 4957.JPG,efe0a50f943e903c,rejected
672d786f28c5d237,223,b92ed3537561fceb,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/340046c3-ce86-4802-8e6d-4faf88d0d77b___RS_HL 4050.JPG,ebc8951fd830c336,rejected
672d786f28c5d237,223,71f7a5b7e9c7578d,near_duplicate,672d786f28c5d237,24.0,0.625,color,soybean___healthy,Soybean___healthy/36541977-88e9-440f-bcd0-ef6e8b49f057___RS_HL 3057.JPG,ea4ad08f9b3d9930,rejected
672d786f28c5d237,223,1c4f7b43884072d2,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/369b2555-d3f0-45db-a85c-728de7bbd02e___RS_HL 3531.JPG,ebcad01f9a309137,rejected
672d786f28c5d237,223,f7b4d200173f7ce9,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/379b93ea-da9c-48c6-aca9-b285d39aad3d___RS_HL 5339.JPG,eac2941fb035e327,rejected
672d786f28c5d237,223,6dce25d514f82dca,near_duplicate,672d786f28c5d237,24.0,0.625,color,soybean___healthy,Soybean___healthy/37aefbb7-8016-4984-95bf-3490280b3f3e___RS_HL 3914.JPG,afcad00f9e34b132,rejected
672d786f28c5d237,223,aa7313aacd776d78,near_duplicate,672d786f28c5d237,20.0,0.6875,color,soybean___healthy,Soybean___healthy/38087690-9dde-45be-bc97-f3add32102da___RS_HL 5538 1.JPG,afc8c10f9e3cd232,rejected
672d786f28c5d237,223,b084416a116f2514,near_duplicate,672d786f28c5d237,8.0,0.875,color,soybean___healthy,Soybean___healthy/3aea0764-f638-4a34-ad67-778d0798572e___RS_HL 5698 1.JPG,eac1851f9438933f,rejected
672d786f28c5d237,223,4e4ea7be89a710f3,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/3bf32201-a268-4b1e-964c-c058deba79e9___RS_HL 5250.JPG,eec0851f943dd235,rejected
672d786f28c5d237,223,cc478494ba5ae354,near_duplicate,672d786f28c5d237,16.0,0.75,color,soybean___healthy,Soybean___healthy/3e33f778-45c7-47a7-86b9-909e967cf585___RS_HL 5058.JPG,eac2951f9435d227,rejected
672d786f28c5d237,223,6a74042a69110f43,near_duplicate,672d786f28c5d237,12.0,0.8125,color,soybean___healthy,Soybean___healthy/421ba14a-e551-4a8f-a7b4-0decd9fd3123___RS_HL 3946.JPG,eac1851f9033d337,rejected
672d786f28c5d237,223,d766cf68481fd279,near_duplicate,672d786f28c5d237,24.0,0.625,color,soybean___healthy,Soybean___healthy/42f9d6af-6ef5-4c21-abfc-9aece98087e2___RS_HL 3843.JPG,afc8d00f9e34b037,rejected
672d786f28c5d237,223,4e72133b2c6cabb7,near_duplicate,672d786f28c5d237,8.0,0.875,color,soybean___healthy,Soybean___healthy/432221ce-2545-4d1f-b3e2-a19440c3ffeb___RS_HL 7037.JPG,eac9c51f95389271,rejected
672d786f28c5d237,223,dc6c66d75503481d,near_duplicate,672d786f28c5d237,18.0,0.71875,color,soybean___healthy,Soybean___healthy/44e0444a-430e-4f81-8455-eb3bda08356e___RS_HL 4665.JPG,eaca850fdc31d037,rejected
